"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL3290729"	""	"None"	"617.06"	"1"	"4.55"	"15c"	"CCOC(=O)CNC(=O)Cc1coc2cc(Cl)c(C(=O)Oc3ccncc3C(=O)N3CCN(C4CC4)c4ccccc43)cc12"	"EC50"	"'='"	"520.0"	"nM"	"6.28"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3292680"	"Agonist activity at human TGR5 expressed in HEK293 cells co-expressing CRE after 5.5 hrs by luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3286383"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2014"	"CHEMBL3307715"	""	""	""
"CHEMBL3421904"	""	"None"	"1401.28"	"None"	"None"	"15c"	"O=C(CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl)NCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCc1cc(Cl)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc32)cc1Cl"	"EC50"	"'='"	"25000.0"	"nM"	"4.60"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3424620"	"Agonist activity at human TGR5 expressed in HEK293 cells incubated for 5.5 hrs by CRE-driven luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3421628"	"1"	"Scientific Literature"	"J Med Chem"	"2015"	"CHEMBL3307715"	""	""	""
"CHEMBL3321850"	""	"None"	"404.30"	"0"	"4.20"	"26c"	"CN1CCN(C(=O)C2(C(=O)Nc3cc(Cl)ccc3Cl)CC2)c2ccccc21"	"EC50"	"'='"	"5.1"	"nM"	"8.29"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3367085"	"Agonist activity at human TGR5 expressed in HEK293 cells assessed as cAMP level after 48 hrs by fluorescent assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3352618"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2014"	"CHEMBL3307715"	""	""	""
"CHEMBL3342086"	""	"None"	"392.62"	"0"	"4.63"	"30, NorECDCOH"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCO)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3376492"	"Agonist activity at GP-BAR1 (unknown origin) in human HEK293 cells assessed as receptor transactivation at 100 nM to 50 uM incubated for 16 hrs by CRE-driven luciferase reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3351323"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"CHEMBL3307715"	""	""	""
"CHEMBL168"	"OLEANOLIC_ACID"	"None"	"456.71"	"1"	"7.23"	"OA"	"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3614265"	"Cytotoxicity against human MCF7 cells assessed as cell survival after 96 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"MCF7"	"None"	""	""	""	"CHEMBL387"	"MCF7"	"Homo sapiens"	"CELL-LINE"	"CHEMBL3612031"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2015"	"CHEMBL3308403"	""	""	""
"CHEMBL4790262"	""	"None"	"515.67"	"0"	"3.20"	"19; glyco TC-100"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)NCC(=O)[O-])CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12.[Na+]"	"EC50"	"'='"	"400.0"	"nM"	"6.40"	""	""	"UO_0000065"	"12.96"	"0.25"	"3.20"	"5.03"	"0"	"CHEMBL4681025"	"Agonist activity at glutathione transferase-tagged human FXR-LBD using biotinylated Src-1 peptide incubated for 30 mins by recruitment coactivator assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL567640"	""	"None"	"450.66"	"0"	"4.33"	"4; INT-777 , S-EMCA"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)C[C@H](C)C(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"900.0"	"nM"	"6.05"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4681027"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as stimulation of intracellular cAMP accumulation incubated for 60 mins by HTR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H716"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 1.0 hr"	"AGONIST"	""
"CHEMBL567835"	""	"None"	"436.63"	"0"	"4.08"	"10; 6-ECA"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](C[C@H](O)[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"5000.0"	"nM"	"5.30"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4681027"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as stimulation of intracellular cAMP accumulation incubated for 60 mins by HTR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H716"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 1.0 hr"	"AGONIST"	""
"CHEMBL4740500"	""	"None"	"565.75"	"1"	"3.00"	"18; tauro TC-100"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)NCCS(=O)(=O)[O-])CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12.[Na+]"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4681027"	"Agonist activity at TGR5 in human NCI-H716 cells assessed as stimulation of intracellular cAMP accumulation incubated for 60 mins by HTR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"NCI-H716"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 1.0 hr"	""	""
"CHEMBL4758064"	""	"None"	"436.63"	"0"	"4.08"	"7; TC-100"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H]([C@@H](O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4681038"	"Agonist activity at human ER"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL206"	"Estrogen receptor alpha"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"1"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4774872"	"Cytotoxicity against human A-375 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A-375"	"None"	""	""	""	"CHEMBL613859"	"A-375"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4765454"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3308077"	"TIME = 72.0 hr"	""	""
"CHEMBL80460"	"PLATANIC ACID"	"None"	"458.68"	"1"	"6.10"	"9"	"CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4774872"	"Cytotoxicity against human A-375 cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"A-375"	"None"	""	""	""	"CHEMBL613859"	"A-375"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4765454"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3308077"	"TIME = 72.0 hr"	""	""
"CHEMBL4165830"	""	"None"	"474.73"	"1"	"5.10"	"14k"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NC4CC4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"420.0"	"nM"	"6.38"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4143933"	"Agonist activity at human TGR5 expressed in HEK293 cells assessed as increase in intracellular cAMP level after 1 hr by TR-FRET assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4138253"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4172216"	""	"None"	"463.70"	"1"	"5.39"	"13a"	"CCOC(=O)NCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](CC)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	"15.10"	"0.29"	"1.61"	"8.88"	"0"	"CHEMBL4143931"	"Agonist activity at FXR (unknown origin) measured after 16 hrs in presence of CCF4-AM dye by cell-based GeneBlazer FRET assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4138253"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL80460"	"PLATANIC ACID"	"None"	"458.68"	"1"	"6.10"	"9"	"CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'>'"	"30000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4774876"	"Cytotoxicity against human FaDu cells assessed as reduction in cell viability incubated for 72 hrs by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"FaDu"	"None"	""	""	""	"CHEMBL612250"	"FaDu"	"Homo sapiens"	"CELL-LINE"	"CHEMBL4765454"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2020"	"CHEMBL3307943"	"TIME = 72.0 hr"	""	""
"CHEMBL4172477"	""	"None"	"444.66"	"0"	"4.40"	"21"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCc4nn[nH]n4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"60.0"	"nM"	"7.22"	""	""	"UO_0000065"	"16.24"	"0.31"	"2.82"	"7.61"	"0"	"CHEMBL4143929"	"Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4138253"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL4173597"	""	"None"	"497.74"	"0"	"4.11"	"18"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)NS(C)(=O)=O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"50.0"	"nM"	"7.30"	""	""	"UO_0000065"	"14.67"	"0.29"	"3.19"	"7.04"	"0"	"CHEMBL4143969"	"Agonist activity at recombinant human Gal4-fused FXR expressed in CHO cells measured after 22 hrs by luciferase reporter gene assay"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4138253"	"1"	"Scientific Literature"	"ACS Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL131"	"PREDNISOLONE"	"4.0"	"360.45"	"0"	"1.56"	"Prednisolone"	"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	"EC50"	"'='"	"3.4"	"nM"	"8.47"	""	""	"UO_0000065"	"23.49"	"0.44"	"6.91"	"8.93"	"1"	"CHEMBL894574"	"Activity at human glucocorticoid receptor in C2C12 cells assessed as mouse glutamine synthetase activity"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"C2C12"	"None"	""	""	""	"CHEMBL2034"	"Glucocorticoid receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1148027"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"CHEMBL3308003"	""	""	""
"CHEMBL2435835"	""	"None"	"486.39"	"1"	"5.93"	"S1"	"COC(=O)C(NCc1cnccc1-c1ccccc1F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1"	"EC50"	"'='"	"440.0"	"nM"	"6.36"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2439686"	"Agonist activity at human TGR5 expressed in HEK293 cells assessed CRE-induced luciferase activity after 5.5 hrs by reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2434932"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"CHEMBL3307715"	""	""	""
"CHEMBL2435926"	""	"None"	"471.35"	"1"	"6.42"	"15c"	"N#CC(NCc1cnccc1-c1c(F)cccc1F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1"	"EC50"	"'='"	"100.0"	"nM"	"7.00"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2439681"	"Agonist activity at mouse TGR5 expressed in HEK293 cells assessed CRE-induced luciferase activity after 5.5 hrs by reporter gene assay"	"F"	"BAO_0000219"	"cell-based format"	"Mus musculus"	"None"	"None"	"HEK293"	"None"	""	""	""	"CHEMBL1255150"	"G-protein coupled bile acid receptor 1"	"Mus musculus"	"SINGLE PROTEIN"	"CHEMBL2434932"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"CHEMBL3307715"	""	""	""
"CHEMBL103"	"PROGESTERONE"	"4.0"	"314.47"	"0"	"4.72"	"Progesterone"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"1.8"	"nM"	"8.74"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL763208"	"Human progesterone receptor (hPR) agonist activity in T47D human breast cancer cell line"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"T47D"	"None"	""	""	""	"CHEMBL208"	"Progesterone receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133403"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2000"	"CHEMBL3307606"	""	""	""
"CHEMBL23236"	"BETULIN"	"None"	"442.73"	"1"	"7.00"	"Betulin"	"C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"28800.0"	"nM"	"4.54"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3586825"	"Cytotoxicity against human 518A2 cells by SRB assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"518A2"	"None"	""	""	""	"CHEMBL3879801"	"NON-PROTEIN TARGET"	""	"NON-MOLECULAR"	"CHEMBL3585269"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2015"	"CHEMBL4483167"	""	""	""
"CHEMBL240597"	"CHENODIOL"	"4.0"	"392.58"	"0"	"4.48"	"1; CDCA"	"C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"10000.0"	"nM"	"5.00"	""	""	"UO_0000065"	"12.74"	"0.24"	"0.52"	"6.43"	"1"	"CHEMBL4681025"	"Agonist activity at glutathione transferase-tagged human FXR-LBD using biotinylated Src-1 peptide incubated for 30 mins by recruitment coactivator assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4680080"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	"TIME = 0.5 hr"	"AGONIST"	""
"CHEMBL27769"	"STANOLONE"	"2.0"	"290.45"	"0"	"3.96"	"Dihydrotestosterone"	"C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12"	"EC50"	"'='"	"6.0"	"nM"	"8.22"	""	""	"UO_0000065"	""	""	""	""	"1"	"CHEMBL646844"	"In vitro agonistic activity against human androgen receptor using cotransfection assay in CV-1 cells."	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL1871"	"Androgen Receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132082"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1999"	"CHEMBL3308033"	""	""	""
"CHEMBL103"	"PROGESTERONE"	"4.0"	"314.47"	"0"	"4.72"	"SID56424141"	"CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"	"EC50"	"'='"	"21200.0"	"nM"	"4.67"	""	"inhibitor [EC50=21.2uM]"	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2076281"	"TP_TRANSPORTER: reversal of Vinblastine accumulation (Vinblastine: 0.005 uM) in MDA435/LCC6 MDR1 cells"	"F"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"MDA-MB-435/LCC6 MDR1"	"None"	""	""	""	"CHEMBL4302"	"P-glycoprotein 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135805"	"18"	"TP-search Transporter Database"	"J Med Chem"	"2002"	"None"	""	"INHIBITOR"	""
"CHEMBL2336238"	""	"None"	"373.42"	"0"	"3.30"	"12"	"COc1cccc(-n2nnc(C3CC3)c2C(=O)N(C)c2ccc(C#N)cc2)c1"	"EC50"	"'='"	"5.5"	"nM"	"8.26"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3135861"	"Agonist activity at human recombinant TGR5 receptor expressed in doxycycline-induced CHO cells assessed as cAMP accumulation after 30 mins by spectrophotometry"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3132829"	"1"	"Scientific Literature"	"Medchemcomm"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL3132966"	""	"None"	"382.85"	"0"	"4.08"	"11"	"COc1cccc(-n2nnc(C3CC3)c2C(=O)N(C)c2ccc(Cl)cc2)c1"	"EC50"	"'='"	"1.9"	"nM"	"8.72"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3135861"	"Agonist activity at human recombinant TGR5 receptor expressed in doxycycline-induced CHO cells assessed as cAMP accumulation after 30 mins by spectrophotometry"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3132829"	"1"	"Scientific Literature"	"Medchemcomm"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL3132972"	""	"None"	"391.35"	"0"	"3.18"	"18"	"COc1cccc(-c2nnn(C)c2C(=O)N(C)c2ccc(C(F)(F)F)nc2)c1"	"EC50"	"'='"	"135.0"	"nM"	"6.87"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3135861"	"Agonist activity at human recombinant TGR5 receptor expressed in doxycycline-induced CHO cells assessed as cAMP accumulation after 30 mins by spectrophotometry"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CHO"	"None"	""	""	""	"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3132829"	"1"	"Scientific Literature"	"Medchemcomm"	"2013"	"CHEMBL3308072"	""	""	""
"CHEMBL27769"	"STANOLONE"	"2.0"	"290.45"	"0"	"3.96"	"DHT"	"C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12"	"EC50"	"'='"	"5.7"	"nM"	"8.24"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL916636"	"Agonist activity at human androgen receptor expressed in CV1 cells by transcriptional activation assay"	"F"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"CV-1"	"None"	""	""	""	"CHEMBL1871"	"Androgen Receptor"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139861"	"1"	"Scientific Literature"	"J Med Chem"	"2007"	"CHEMBL3308033"	""	""	""
"CHEMBL269277"	"BETULINIC ACID"	"1.0"	"456.71"	"1"	"7.09"	"2"	"C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12"	"EC50"	"'='"	"3620.0"	"nM"	"5.44"	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL4371905"	"Antiviral activity against recombinant HCMV AD169 expressing GFP infected in human foreskin fibroblasts measured after 7 days by GFP-based multi-round replication assay"	"F"	"BAO_0000218"	"organism-based format"	"Human betaherpesvirus 5"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL371"	"Human betaherpesvirus 5"	"Human betaherpesvirus 5"	"ORGANISM"	"CHEMBL4371023"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2019"	"None"	""	""	""
"CHEMBL566315"	"OBETICHOLIC ACID"	"4.0"	"420.63"	"1"	"5.11"	"7 (6ECDCA)"	"CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12"	"EC50"	"'='"	"90.0"	"nM"	"7.05"	""	""	"UO_0000065"	"16.75"	"0.32"	"1.94"	"9.06"	"0"	"CHEMBL829871"	"Binding affinity for human Farnesoid X receptor in FRET assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2047"	"Bile acid receptor FXR"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137212"	"1"	"Scientific Literature"	"J Med Chem"	"2004"	"None"	""	""	""
